type	geo
Jaisalmer	26.94166667,70.90972222
Jaisalmer	26.94166667,70.90972222
Jaisalmer	26.2125,70.81666667
Jaisalmer	26.2125,70.81666667
Jaisalmer	26.2125,70.81666667
Jaisalmer	26.2125,70.81666667
Jaisalmer	27.72916667,70.42222222
Jaisalmer	27.72916667,70.42222222
Jaisalmer	27.72916667,70.42222222
Jaisalmer	27.72916667,70.42222222
Jaisalmer	27.72916667,70.42222222
Jaisalmer	27.72916667,70.42222222
Jaisalmer	27.72916667,70.42222222
Jaisalmer	27.72916667,70.42222222
Jaisalmer	27.72916667,70.42222222
Jaisalmer	27.80833333,70.40833333
Jaisalmer	27.80833333,70.40833333
Jaisalmer	27.80833333,70.40833333
Jaisalmer	26.6125,70.72083333
Jaisalmer	26.6125,70.72083333
Jaisalmer	26.6125,70.72083333
Jaisalmer	26.6125,70.72083333
Jaisalmer	26.6125,70.72083333
Jaisalmer	26.6125,70.72083333
Jaisalmer	26.6125,70.72083333
Jaisalmer	26.6125,70.72083333
Jaisalmer	26.6125,70.72083333
Jaisalmer	26.6125,70.72083333
Jaisalmer	27.14722222,70.425
Jaisalmer	27.14722222,70.425
Jaisalmer	27.14722222,70.425
Jaisalmer	27.14722222,70.425
Jaisalmer	27.14722222,70.425
Jaisalmer	27.14722222,70.425
Jaisalmer	27.14722222,70.425
Jaisalmer	27.14722222,70.425
Jaisalmer	27.14722222,70.425
Jaisalmer	27.14722222,70.425
Jaisalmer	27.14722222,70.425
Jaisalmer	27.14722222,70.425
Jaisalmer	27.14722222,70.425
Jaisalmer	27.14722222,70.425
Jaisalmer	27.14722222,70.425
Jaisalmer	27.14722222,70.425
Jaisalmer	27.14722222,70.425
Jaisalmer	27.875,70.56666667
Jaisalmer	27.875,70.56666667
Jaisalmer	27.875,70.56666667
Jaisalmer	27.875,70.56666667
Jaisalmer	27.875,70.56666667
Jaisalmer	27.875,70.56666667
Jaisalmer	27.875,70.56666667
Jaisalmer	27.875,70.56666667
Jaisalmer	27.07277778,70.55694444
Jaisalmer	27.07277778,70.55694444
Jaisalmer	27.07277778,70.55694444
Jaisalmer	27.07277778,70.55694444
Jaisalmer	27.07277778,70.55694444
Jaisalmer	27.07277778,70.55694444
Jaisalmer	27.825,70.49166667
Jaisalmer	27.825,70.49166667
Jaisalmer	27.825,70.49166667
Jaisalmer	27.825,70.49166667
Jaisalmer	27.825,70.49166667
Jaisalmer	27.825,70.49166667
Jaisalmer	27.825,70.49166667
Jaisalmer	27.825,70.49166667
Jaisalmer	27.825,70.49166667
Jaisalmer	27.825,70.49166667
Jaisalmer	27.825,70.49166667
Jaisalmer	27.825,70.49166667
Jaisalmer	27.825,70.49166667
Jaisalmer	27.825,70.49166667
Jaisalmer	27.825,70.49166667
Jaisalmer	27.825,70.49166667
Jaisalmer	27.825,70.49166667
Jaisalmer	27.825,70.49166667
Jaisalmer	26.725,71.4325
Jaisalmer	26.725,71.4325
Jaisalmer	26.725,71.4325
Jaisalmer	26.725,71.4325
Jaisalmer	26.725,71.4325
Jaisalmer	26.725,71.4325
Jaisalmer	26.725,71.4325
Jaisalmer	26.725,71.4325
Jaisalmer	26.725,71.4325
Jaisalmer	26.725,71.4325
Jaisalmer	26.725,71.4325
Jaisalmer	26.725,71.4325
Jaisalmer	26.725,71.4325
Jaisalmer	26.725,71.4325
Jaisalmer	26.725,71.4325
Jaisalmer	26.725,71.4325
Jaisalmer	26.725,71.4325
Jaisalmer	26.725,71.4325
Jaisalmer	27.07777778,70.80833333
Jaisalmer	27.07777778,70.80833333
Jaisalmer	27.07777778,70.80833333
Jaisalmer	27.07777778,70.80833333
Jaisalmer	27.07777778,70.80833333
Jaisalmer	27.07777778,70.80833333
Jaisalmer	27.07777778,70.80833333
Jaisalmer	27.07777778,70.80833333
Jaisalmer	27.07777778,70.80833333
Jaisalmer	27.07777778,70.80833333
Jaisalmer	27.07777778,70.80833333
Jaisalmer	27.07777778,70.80833333
Jaisalmer	27.07777778,70.80833333
Jaisalmer	27.07777778,70.80833333
Jaisalmer	27.07777778,70.80833333
Jaisalmer	27.07777778,70.80833333
Jaisalmer	27.07777778,70.80833333
Jaisalmer	27.525,70.16222222
Jaisalmer	27.525,70.16222222
Jaisalmer	27.525,70.16222222
Jaisalmer	27.525,70.16222222
Jaisalmer	27.525,70.16222222
Jaisalmer	27.525,70.16222222
Jaisalmer	26.7,71.33333333
Jaisalmer	26.7,71.33333333
Jaisalmer	26.7,71.33333333
Jaisalmer	26.7,71.33333333
Jaisalmer	26.7,71.33333333
Jaisalmer	26.7,71.33333333
Jaisalmer	26.7,71.33333333
Jaisalmer	26.7,71.33333333
Jaisalmer	26.7,71.33333333
Jaisalmer	26.7,71.33333333
Jaisalmer	26.7,71.33333333
Jaisalmer	26.25555556,70.38333333
Jaisalmer	26.25555556,70.38333333
Jaisalmer	26.25555556,70.38333333
Jaisalmer	26.25555556,70.38333333
Jaisalmer	26.25555556,70.38333333
Jaisalmer	26.25555556,70.38333333
Jaisalmer	26.25555556,70.38333333
Jaisalmer	26.25555556,70.38333333
Jaisalmer	26.25555556,70.38333333
Jaisalmer	26.25555556,70.38333333
Jaisalmer	26.9125,70.835
Jaisalmer	26.9125,70.835
Jaisalmer	26.9125,70.835
Jaisalmer	26.9125,70.835
Jaisalmer	26.9125,70.835
Jaisalmer	26.9125,70.835
Jaisalmer	26.9125,70.835
Jaisalmer	26.9125,70.835
Jaisalmer	26.9125,70.835
Jaisalmer	26.9125,70.835
Jaisalmer	26.9125,70.835
Jaisalmer	27.81111111,70.41527778
Jaisalmer	27.81111111,70.41527778
Jaisalmer	27.81111111,70.41527778
Jaisalmer	27.81111111,70.41527778
Jaisalmer	27.81111111,70.41527778
Jaisalmer	27.81111111,70.41527778
Jaisalmer	27.81111111,70.41527778
Jaisalmer	27.81111111,70.41527778
Jaisalmer	27.81111111,70.41527778
Jaisalmer	27.81111111,70.41527778
Jaisalmer	27.81111111,70.41527778
Jaisalmer	27.81111111,70.41527778
Jaisalmer	27.35833333,70.98333333
Jaisalmer	27.35833333,70.98333333
Jaisalmer	27.35833333,70.98333333
Jaisalmer	27.35833333,70.98333333
Jaisalmer	27.35833333,70.98333333
Jaisalmer	27.35833333,70.98333333
Jaisalmer	27.35833333,70.98333333
Jaisalmer	27.39166667,70.1125
Jaisalmer	27.39166667,70.1125
Jaisalmer	27.39166667,70.1125
Jaisalmer	27.39166667,70.1125
Jaisalmer	27.39166667,70.1125
Jaisalmer	27.39166667,70.1125
Jaisalmer	27.39166667,70.1125
Jaisalmer	26.39166667,70.48472222
Jaisalmer	26.39166667,70.48472222
Jaisalmer	26.39166667,70.48472222
Jaisalmer	26.39166667,70.48472222
Jaisalmer	26.39166667,70.48472222
Jaisalmer	26.39166667,70.48472222
Jaisalmer	26.39166667,70.48472222
Jaisalmer	26.39166667,70.48472222
Jaisalmer	26.39166667,70.48472222
Jaisalmer	26.39166667,70.48472222
Jaisalmer	27.41666667,71.275
Jaisalmer	27.65833333,70.4625
Jaisalmer	27.65833333,70.4625
Jaisalmer	27.63472222,70.24444444
Jaisalmer	27.63472222,70.24444444
Jaisalmer	27.63472222,70.24444444
Jaisalmer	27.63472222,70.24444444
Jaisalmer	27.63472222,70.24444444
Jaisalmer	27.63472222,70.24444444
Jaisalmer	27.63472222,70.24444444
Jaisalmer	27.63472222,70.24444444
Jaisalmer	27.63472222,70.24444444
Jaisalmer	27.63472222,70.24444444
Jaisalmer	27.63472222,70.24444444
Jaisalmer	27.63472222,70.24444444
Jaisalmer	27.63472222,70.24444444
Jaisalmer	27.63472222,70.24444444
Jaisalmer	27.63472222,70.24444444
Jaisalmer	27.63472222,70.24444444
Jaisalmer	27.63472222,70.24444444
Jaisalmer	27.63472222,70.24444444
Jaisalmer	26.78333333,71.11666667
Jaisalmer	26.78333333,71.11666667
Jaisalmer	26.78333333,71.11666667
Jaisalmer	26.78333333,71.11666667
Jaisalmer	26.78333333,71.11666667
Jaisalmer	26.78333333,71.11666667
Jaisalmer	26.78333333,71.11666667
Jaisalmer	26.78333333,71.11666667
Jaisalmer	26.78333333,71.11666667
Jaisalmer	26.78333333,71.11666667
Jaisalmer	26.78333333,71.11666667
Jaisalmer	26.78333333,71.11666667
Jaisalmer	26.78333333,71.11666667
Jaisalmer	26.78333333,71.11666667
Jaisalmer	26.78333333,71.11666667
Jaisalmer	26.78333333,71.11666667
Jaisalmer	26.78333333,71.11666667
Jaisalmer	26.78333333,71.11666667
Jaisalmer	27.75277778,70.2875
Jaisalmer	27.75277778,70.2875
Jaisalmer	27.75277778,70.2875
Jaisalmer	27.75277778,70.2875
Jaisalmer	27.75277778,70.2875
Jaisalmer	27.75277778,70.2875
Jaisalmer	27.75277778,70.2875
Jaisalmer	27.75277778,70.2875
Jaisalmer	27.75277778,70.2875
Jaisalmer	27.75277778,70.2875
Jaisalmer	27.75277778,70.2875
Jaisalmer	27.75277778,70.2875
Jaisalmer	27.75277778,70.2875
Jaisalmer	27.75277778,70.2875
Jaisalmer	27.75277778,70.2875
Jaisalmer	27.75277778,70.2875
Jaisalmer	27.75277778,70.2875
Jaisalmer	26.825,70.50277778
Jaisalmer	26.825,70.50277778
Jaisalmer	26.825,70.50277778
Jaisalmer	26.825,70.50277778
Jaisalmer	26.825,70.50277778
Jaisalmer	26.825,70.50277778
Jaisalmer	26.825,70.50277778
Jaisalmer	26.825,70.50277778
Jaisalmer	26.825,70.50277778
Jaisalmer	26.825,70.50277778
Jaisalmer	26.825,70.50277778
Jaisalmer	26.825,70.50277778
Jaisalmer	26.825,70.50277778
Jaisalmer	26.825,70.50277778
Jaisalmer	26.825,70.50277778
Jaisalmer	26.825,70.50277778
Jaisalmer	26.825,70.50277778
Jaisalmer	26.825,70.50277778
Jaisalmer	27.25,70.63194444
Jaisalmer	27.25,70.63194444
Jaisalmer	27.25,70.63194444
Jaisalmer	27.25,70.63194444
Jaisalmer	27.25,70.63194444
Jaisalmer	27.25,70.63194444
Jaisalmer	27.25,70.63194444
Jaisalmer	27.25,70.63194444
Jaisalmer	27.25,70.63194444
Jaisalmer	26.98333333,71.23333333
Jaisalmer	26.98333333,71.23333333
Jaisalmer	26.98333333,71.23333333
Jaisalmer	26.98333333,71.23333333
Jaisalmer	26.98333333,71.23333333
Jaisalmer	26.98333333,71.23333333
Jaisalmer	26.98333333,71.23333333
Jaisalmer	26.98333333,71.23333333
Jaisalmer	26.98333333,71.23333333
Jaisalmer	26.98333333,71.23333333
Jaisalmer	26.98333333,71.23333333
Jaisalmer	26.98333333,71.23333333
Jaisalmer	26.98333333,71.23333333
Jaisalmer	26.71666667,71.30833333
Jaisalmer	26.71666667,71.30833333
Jaisalmer	26.71666667,71.30833333
Jaisalmer	26.71666667,71.30833333
Jaisalmer	26.71666667,71.30833333
Jaisalmer	26.71666667,71.30833333
Jaisalmer	26.71666667,71.30833333
Jaisalmer	26.71666667,71.30833333
Jaisalmer	26.71666667,71.30833333
Jaisalmer	26.71666667,71.30833333
Jaisalmer	26.71666667,71.30833333
Jaisalmer	26.71666667,71.30833333
Jaisalmer	26.71666667,71.30833333
Jaisalmer	26.71666667,71.30833333
Jaisalmer	26.71666667,71.30833333
Jaisalmer	26.71666667,71.30833333
Jaisalmer	26.71666667,71.30833333
Jaisalmer	26.71666667,71.30833333
Jaisalmer	27.8,70.36666667
Jaisalmer	27.8,70.36666667
Jaisalmer	27.8,70.36666667
Jaisalmer	27.8,70.36666667
Jaisalmer	27.8,70.36666667
Jaisalmer	27.8,70.36666667
Jaisalmer	27.8,70.36666667
Jaisalmer	27.8,70.36666667
Jaisalmer	27.8,70.36666667
Jaisalmer	27.8,70.36666667
Jaisalmer	27.8,70.36666667
Jaisalmer	27.8,70.36666667
Jaisalmer	27.8,70.36666667
Jaisalmer	27.8,70.36666667
Jaisalmer	27.8,70.36666667
Jaisalmer	27.8,70.36666667
Jaisalmer	27.8,70.36666667
Jaisalmer	27.8,70.36666667
Jaisalmer	27.2625,71.7125
Jaisalmer	27.2625,71.7125
Jaisalmer	27.2625,71.7125
Jaisalmer	27.2625,71.7125
Jaisalmer	27.2625,71.7125
Jaisalmer	27.2625,71.7125
Jaisalmer	27.2625,71.7125
Jaisalmer	27.2625,71.7125
Jaisalmer	27.2625,71.7125
Jaisalmer	27.2625,71.7125
Jaisalmer	27.2625,71.7125
Jaisalmer	27.2625,71.7125
Jaisalmer	27.2625,71.7125
Jaisalmer	27.2625,71.7125
Jaisalmer	27.2625,71.7125
Jaisalmer	27.2625,71.7125
Jaisalmer	27.2625,71.7125
Jaisalmer	27.2625,71.7125
Jaisalmer	26.48888889,71.80833333
Jaisalmer	26.48888889,71.80833333
Jaisalmer	26.48888889,71.80833333
Jaisalmer	26.48888889,71.80833333
Jaisalmer	26.48888889,71.80833333
Jaisalmer	26.48888889,71.80833333
Jaisalmer	26.48888889,71.80833333
Jaisalmer	26.48888889,71.80833333
Jaisalmer	26.48888889,71.80833333
Jaisalmer	26.48888889,71.80833333
Jaisalmer	26.48888889,71.80833333
Jaisalmer	26.48888889,71.80833333
Jaisalmer	26.48888889,71.80833333
Jaisalmer	26.48888889,71.80833333
Jaisalmer	26.48888889,71.80833333
Jaisalmer	26.48888889,71.80833333
Jaisalmer	27.48333333,71.78333333
Jaisalmer	27.48333333,71.78333333
Jaisalmer	27.48333333,71.78333333
Jaisalmer	27.48333333,71.78333333
Jaisalmer	27.48333333,71.78333333
Jaisalmer	27.48333333,71.78333333
Jaisalmer	27.48333333,71.78333333
Jaisalmer	27.48333333,71.78333333
Jaisalmer	27.48333333,71.78333333
Jaisalmer	27.48333333,71.78333333
Jaisalmer	27.48333333,71.78333333
Jaisalmer	27.48333333,71.78333333
Jaisalmer	27.48333333,71.78333333
Jaisalmer	27.48333333,71.78333333
Jaisalmer	27.48333333,71.78333333
Jaisalmer	27.48333333,71.78333333
Jaisalmer	27.48333333,71.78333333
Ganganagar	29.84583333,74.24166667
Ganganagar	29.84583333,74.24166667
Ganganagar	29.84583333,74.24166667
Ganganagar	29.84583333,74.24166667
Ganganagar	29.84583333,74.24166667
Ganganagar	29.84583333,74.24166667
Ganganagar	29.84583333,74.24166667
Ganganagar	29.84583333,74.24166667
Ganganagar	29.84583333,74.24166667
Ganganagar	29.84583333,74.24166667
Ganganagar	29.84583333,74.24166667
Ganganagar	29.84583333,74.24166667
Ganganagar	29.84583333,74.24166667
Ganganagar	29.84583333,74.24166667
Ganganagar	29.84583333,74.24166667
Ganganagar	29.84583333,74.24166667
Ganganagar	29.84583333,74.24166667
Ganganagar	29.84583333,74.24166667
Ganganagar	29.84166667,74.02222222
Ganganagar	29.84166667,74.02222222
Ganganagar	29.84166667,74.02222222
Ganganagar	29.84166667,74.02222222
Ganganagar	29.84166667,74.02222222
Ganganagar	29.84166667,74.02222222
Ganganagar	29.84166667,74.02222222
Ganganagar	29.84166667,74.02222222
Ganganagar	29.84166667,74.02222222
Ganganagar	29.84166667,74.02222222
Ganganagar	29.84166667,74.02222222
Ganganagar	29.84166667,74.02222222
Ganganagar	29.84166667,74.02222222
Ganganagar	29.84166667,74.02222222
Ganganagar	29.84166667,74.02222222
Ganganagar	29.84166667,74.02222222
Ganganagar	29.84166667,74.02222222
Ganganagar	29.84166667,74.02222222
Ganganagar	29.76666667,74.08333333
Ganganagar	29.76666667,74.08333333
Ganganagar	29.76666667,74.08333333
Ganganagar	29.76666667,74.08333333
Ganganagar	29.76666667,74.08333333
Ganganagar	29.76666667,74.08333333
Ganganagar	29.76666667,74.08333333
Ganganagar	29.76666667,74.08333333
Ganganagar	29.76666667,74.08333333
Ganganagar	29.76666667,74.08333333
Ganganagar	29.76666667,74.08333333
Ganganagar	29.76666667,74.08333333
Ganganagar	29.76666667,74.08333333
Ganganagar	29.76666667,74.08333333
Ganganagar	29.76666667,74.08333333
Ganganagar	29.76666667,74.08333333
Ganganagar	29.76666667,74.08333333
Ganganagar	29.76666667,74.08333333
Ganganagar	29.825,73.72916667
Ganganagar	29.825,73.72916667
Ganganagar	29.825,73.72916667
Ganganagar	29.825,73.72916667
Ganganagar	29.825,73.72916667
Ganganagar	29.825,73.72916667
Ganganagar	29.825,73.72916667
Ganganagar	29.825,73.72916667
Ganganagar	29.825,73.72916667
Ganganagar	29.825,73.72916667
Ganganagar	29.825,73.72916667
Ganganagar	29.825,73.72916667
Ganganagar	29.825,73.72916667
Ganganagar	29.825,73.72916667
Ganganagar	29.825,73.72916667
Ganganagar	29.825,73.72916667
Ganganagar	29.825,73.72916667
Ganganagar	29.825,73.72916667
Ganganagar	29.74583333,73.9
Ganganagar	29.74583333,73.9
Ganganagar	29.74583333,73.9
Ganganagar	29.74583333,73.9
Ganganagar	29.74583333,73.9
Ganganagar	29.74583333,73.9
Ganganagar	29.74583333,73.9
Ganganagar	29.74583333,73.9
Ganganagar	29.74583333,73.9
Ganganagar	29.74583333,73.9
Ganganagar	29.74583333,73.9
Ganganagar	29.74583333,73.9
Ganganagar	29.74583333,73.9
Ganganagar	29.74583333,73.9
Ganganagar	29.74583333,73.9
Ganganagar	29.74583333,73.9
Ganganagar	29.74583333,73.9
Jaisalmer	27.48333333,71.78333333
Jaisalmer	26.63055556,71.49166667
Jaisalmer	26.63055556,71.49166667
Jaisalmer	26.63055556,71.49166667
Jaisalmer	26.63055556,71.49166667
Jaisalmer	26.63055556,71.49166667
Jaisalmer	26.63055556,71.49166667
Jaisalmer	26.63055556,71.49166667
Jaisalmer	26.63055556,71.49166667
Jaisalmer	26.63055556,71.49166667
Jaisalmer	26.63055556,71.49166667
Jaisalmer	26.63055556,71.49166667
Jaisalmer	26.63055556,71.49166667
Jaisalmer	26.63055556,71.49166667
Jaisalmer	26.63055556,71.49166667
Jaisalmer	26.63055556,71.49166667
Jaisalmer	26.63055556,71.49166667
Jaisalmer	26.63055556,71.49166667
Jaisalmer	26.63055556,71.49166667
Jaisalmer	27.48333333,72.19027778
Jaisalmer	27.48333333,72.19027778
Jaisalmer	27.48333333,72.19027778
Jaisalmer	27.48333333,72.19027778
Jaisalmer	27.48333333,72.19027778
Jaisalmer	27.48333333,72.19027778
Jaisalmer	27.48333333,72.19027778
Jaisalmer	27.48333333,72.19027778
Jaisalmer	27.48333333,72.19027778
Jaisalmer	27.48333333,72.19027778
Jaisalmer	27.64583333,72.125
Jaisalmer	27.64583333,72.125
Jaisalmer	27.64583333,72.125
Jaisalmer	27.64583333,72.125
Jaisalmer	27.64583333,72.125
Jaisalmer	27.64583333,72.125
Jaisalmer	27.64583333,72.125
Jaisalmer	27.64583333,72.125
Jaisalmer	27.64583333,72.125
Jaisalmer	27.64583333,72.125
Jaisalmer	27.64583333,72.125
Jaisalmer	26.975,71.75277778
Jaisalmer	26.975,71.75277778
Jaisalmer	26.975,71.75277778
Jaisalmer	26.975,71.75277778
Jaisalmer	26.975,71.75277778
Jaisalmer	26.975,71.75277778
Jaisalmer	26.975,71.75277778
Jaisalmer	26.975,71.75277778
Jaisalmer	26.975,71.75277778
Jaisalmer	26.975,71.75277778
Jaisalmer	26.975,71.75277778
Jaisalmer	26.975,71.75277778
Jaisalmer	26.975,71.75277778
Jaisalmer	26.975,71.75277778
Jaisalmer	26.975,71.75277778
Jaisalmer	26.975,71.75277778
Jaisalmer	26.975,71.75277778
Jaisalmer	26.975,71.75277778
Jaisalmer	27.325,71.70833333
Jaisalmer	27.325,71.70833333
Jaisalmer	27.325,71.70833333
Jaisalmer	27.325,71.70833333
Jaisalmer	27.325,71.70833333
Jaisalmer	27.325,71.70833333
Jaisalmer	27.325,71.70833333
Jaisalmer	27.325,71.70833333
Jaisalmer	27.325,71.70833333
Jaisalmer	26.7625,71.60416667
Jaisalmer	26.7625,71.60416667
Jaisalmer	26.7625,71.60416667
Jaisalmer	26.7625,71.60416667
Jaisalmer	26.7625,71.60416667
Jaisalmer	26.7625,71.60416667
Jaisalmer	26.7625,71.60416667
Jaisalmer	26.7625,71.60416667
Jaisalmer	26.7625,71.60416667
Jaisalmer	26.7625,71.60416667
Jaisalmer	26.7625,71.60416667
Jaisalmer	26.7625,71.60416667
Jaisalmer	26.7625,71.60416667
Jaisalmer	26.7625,71.60416667
Jaisalmer	26.7625,71.60416667
Jaisalmer	26.7625,71.60416667
Jaisalmer	26.7625,71.60416667
Jaisalmer	26.7625,71.60416667
Jaisalmer	26.80555556,71.90416667
Jaisalmer	26.80555556,71.90416667
Jaisalmer	26.80555556,71.90416667
Jaisalmer	26.80555556,71.90416667
Jaisalmer	26.80555556,71.90416667
Jaisalmer	26.80555556,71.90416667
Jaisalmer	26.80555556,71.90416667
Jaisalmer	26.80555556,71.90416667
Jaisalmer	26.80555556,71.90416667
Jaisalmer	26.80555556,71.90416667
Jaisalmer	26.80555556,71.90416667
Jaisalmer	26.80555556,71.90416667
Jaisalmer	26.80555556,71.90416667
Jaisalmer	26.80555556,71.90416667
Jaisalmer	26.80555556,71.90416667
Jaisalmer	26.80555556,71.90416667
Jaisalmer	26.80555556,71.90416667
Jaisalmer	26.80555556,71.90416667
Jaisalmer	27.59166667,71.99583333
Jaisalmer	27.59166667,71.99583333
Jaisalmer	27.59166667,71.99583333
Jaisalmer	27.59166667,71.99583333
Jaisalmer	27.59166667,71.99583333
Jaisalmer	27.59166667,71.99583333
Jaisalmer	27.59166667,71.99583333
Jaisalmer	27.59166667,71.99583333
Jaisalmer	27.59166667,71.99583333
Jaisalmer	27.59166667,71.99583333
Jaisalmer	27.59166667,71.99583333
Jaisalmer	27.59166667,71.99583333
Jaisalmer	27.59166667,71.99583333
Jaisalmer	27.59166667,71.99583333
Jaisalmer	27.59166667,71.99583333
Jaisalmer	27.59166667,71.99583333
Jaisalmer	27.5,71.51666667
Jaisalmer	27.5,71.51666667
Jaisalmer	27.5,71.51666667
Jaisalmer	27.5,71.51666667
Jaisalmer	27.5,71.51666667
Jaisalmer	27.5,71.51666667
Jaisalmer	27.5,71.51666667
Jaisalmer	27.5,71.51666667
Jaisalmer	27.5,71.51666667
Jaisalmer	27.5,71.51666667
Jaisalmer	27.5,71.51666667
Jaisalmer	26.87222222,72.03333333
Jaisalmer	26.87222222,72.03333333
Jaisalmer	26.87222222,72.03333333
Jaisalmer	26.87222222,72.03333333
Jaisalmer	26.87222222,72.03333333
Jaisalmer	26.87222222,72.03333333
Jaisalmer	26.87222222,72.03333333
Jaisalmer	26.87222222,72.03333333
Jaisalmer	26.87222222,72.03333333
Jaisalmer	26.87222222,72.03333333
Jaisalmer	26.87222222,72.03333333
Jaisalmer	26.87222222,72.03333333
Jaisalmer	26.87222222,72.03333333
Jaisalmer	26.87222222,72.03333333
Jaisalmer	26.87222222,72.03333333
Jaisalmer	26.87222222,72.03333333
Jaisalmer	26.87222222,72.03333333
Jaisalmer	26.87222222,72.03333333
Jaisalmer	26.67916667,71.57083333
Jaisalmer	26.67916667,71.57083333
Jaisalmer	26.67916667,71.57083333
Jaisalmer	26.67916667,71.57083333
Jaisalmer	26.67916667,71.57083333
Jaisalmer	26.67916667,71.57083333
Jaisalmer	26.67916667,71.57083333
Jaisalmer	26.67916667,71.57083333
Jaisalmer	26.67916667,71.57083333
Jaisalmer	26.67916667,71.57083333
Jaisalmer	26.67916667,71.57083333
Jaisalmer	26.67916667,71.57083333
Jaisalmer	26.67916667,71.57083333
Jaisalmer	26.67916667,71.57083333
Jaisalmer	26.67916667,71.57083333
Jaisalmer	26.67916667,71.57083333
Jaisalmer	26.67916667,71.57083333
Jaisalmer	26.67916667,71.57083333
Jaisalmer	26.74583333,71.50416667
Jaisalmer	26.74583333,71.50416667
Jaisalmer	26.74583333,71.50416667
Jaisalmer	26.74583333,71.50416667
Jaisalmer	26.74583333,71.50416667
Jaisalmer	26.74583333,71.50416667
Jaisalmer	26.74583333,71.50416667
Jaisalmer	26.74583333,71.50416667
Jaisalmer	26.74583333,71.50416667
Jaisalmer	26.74583333,71.50416667
Jaisalmer	26.74583333,71.50416667
Jaisalmer	26.74583333,71.50416667
Jaisalmer	26.74583333,71.50416667
Jaisalmer	26.74583333,71.50416667
Jaisalmer	26.74583333,71.50416667
Jaisalmer	26.74583333,71.50416667
Jaisalmer	26.74583333,71.50416667
Jaisalmer	26.74583333,71.50416667
Jaisalmer	27.51666667,71.72083333
Jaisalmer	27.51666667,71.72083333
Jaisalmer	27.51666667,71.72083333
Jaisalmer	27.51666667,71.72083333
Jaisalmer	27.51666667,71.72083333
Jaisalmer	27.51666667,71.72083333
Jaisalmer	27.51666667,71.72083333
Jaisalmer	27.51666667,71.72083333
Jaisalmer	27.51666667,71.72083333
Jaisalmer	27.51666667,71.72083333
Jaisalmer	27.51666667,71.72083333
Jaisalmer	27.51666667,71.72083333
Nagaur	26.975,74.2125
Nagaur	26.975,74.2125
Nagaur	26.975,74.2125
Nagaur	26.975,74.2125
Nagaur	26.975,74.2125
Nagaur	26.975,74.2125
Nagaur	26.975,74.2125
Nagaur	26.975,74.2125
Nagaur	26.975,74.2125
Nagaur	26.975,74.2125
Nagaur	26.975,74.2125
Nagaur	26.975,74.2125
Nagaur	26.975,74.2125
Nagaur	26.975,74.2125
Nagaur	26.975,74.2125
Nagaur	26.975,74.2125
Nagaur	26.975,74.2125
Nagaur	26.975,74.2125
Nagaur	26.89166667,74.325
Nagaur	26.89166667,74.325
Nagaur	26.89166667,74.325
Nagaur	26.89166667,74.325
Nagaur	26.89166667,74.325
Nagaur	26.89166667,74.325
Nagaur	26.89166667,74.325
Nagaur	26.89166667,74.325
Nagaur	26.89166667,74.325
Nagaur	26.89166667,74.325
Nagaur	26.89166667,74.325
Nagaur	26.89166667,74.325
Nagaur	26.89166667,74.325
Nagaur	26.89166667,74.325
Nagaur	26.89166667,74.325
Nagaur	26.73333333,74.46666667
Nagaur	26.73333333,74.46666667
Nagaur	26.73333333,74.46666667
Nagaur	26.73333333,74.46666667
Nagaur	26.73333333,74.46666667
Nagaur	26.73333333,74.46666667
Nagaur	26.73333333,74.46666667
Nagaur	26.73333333,74.46666667
Nagaur	26.73333333,74.46666667
Nagaur	26.73333333,74.46666667
Nagaur	26.73333333,74.46666667
Nagaur	26.73333333,74.46666667
Nagaur	26.73333333,74.46666667
Nagaur	26.73333333,74.46666667
Nagaur	26.73333333,74.46666667
Nagaur	26.73333333,74.46666667
Nagaur	26.73333333,74.46666667
Nagaur	26.73333333,74.46666667
Nagaur	26.87083333,74.36666667
Nagaur	26.87083333,74.36666667
Nagaur	26.87083333,74.36666667
Nagaur	26.87083333,74.36666667
Nagaur	26.87083333,74.36666667
Nagaur	26.87083333,74.36666667
Nagaur	26.87083333,74.36666667
Nagaur	26.87083333,74.36666667
Nagaur	26.87083333,74.36666667
Nagaur	26.87083333,74.36666667
Nagaur	26.87083333,74.36666667
Nagaur	26.87083333,74.36666667
Nagaur	26.87083333,74.36666667
Nagaur	26.87083333,74.36666667
Nagaur	26.87083333,74.36666667
Nagaur	26.87083333,74.36666667
Nagaur	26.87083333,74.36666667
Nagaur	27.27222222,74.3375
Nagaur	27.27222222,74.3375
Nagaur	27.27222222,74.3375
Nagaur	27.27222222,74.3375
Nagaur	27.27222222,74.3375
Nagaur	27.27222222,74.3375
Nagaur	27.27222222,74.3375
Nagaur	27.27222222,74.3375
Nagaur	27.27222222,74.3375
Nagaur	27.27222222,74.3375
Nagaur	27.27222222,74.3375
Nagaur	27.27222222,74.3375
Nagaur	27.34583333,74.68333333
Nagaur	27.34583333,74.68333333
Nagaur	27.34583333,74.68333333
Nagaur	27.15416667,74.34583333
Nagaur	27.15416667,74.34583333
Nagaur	27.15416667,74.34583333
Nagaur	27.15416667,74.34583333
Nagaur	27.15416667,74.34583333
Nagaur	27.15416667,74.34583333
Nagaur	27.15416667,74.34583333
Nagaur	27.15416667,74.34583333
Nagaur	27.15416667,74.34583333
